0x71013c12a0,"MicInput"
0x71013fddc3,"PopUpRight"
0x71013fddce,"ClimbClimbSlidingAttack"
0x71013fdde6,"WallKeep"
0x71013fddef,"燭台ホルダー"
0x71013fde02,"SwitchStartOn"
0x71013fde10,"isDisablePlessieChase"
0x71013fde26,"CheckpointFlag"
0x71013fde35,"Countdown"
0x71013fde3f,"RedPointLight"
0x71013fde4d,"子供エリアグループ"
0x71013fde69,"RedCoin"
0x71013fde71,"IsOffCollider"
0x71013fde7f,"CoinLine"
0x71013fde88,"赤コイン"
0x71013fde95,": %02d:%02d"
0x71013fdea1,"Disaster Transition Frame"
0x71013fdebb,"NoFallArea"
0x71013fdec6,"DokanGoldSide"
0x71013fded4,"DokanBindPuppeteerCamera"
0x71013fdeed,"消失"
0x71013fdef4,"PushReaction"
0x71013fdf01,"MarginFrameOutWidth"
0x71013fdf15,"DemoGigaBellGet"
0x71013fdf25,"PlayerPlessieChasePos"
0x71013fdf3b,"OnWeak"
0x71013fdf42,"GigaBellWipe"
0x71013fdf4f,"結果発表レイアウト"
0x71013fdf6b,"InkCameraLookAtPoint"
0x71013fdf80,"PgGoalItemLightStart"
0x71013fdf95,"PgFairyCloseUpLast"
0x71013fdfa8,"GoalSircus"
0x71013fdfb3,"GoalPoleSuperFlag"
0x71013fdfc5,"MoveStopDistance"
0x71013fdfd6,"RailRunSpeedMax"
0x71013fdfe6,"FloatX"
0x71013fdfed,"ShadowMaskPowY"
0x71013fdffc,"ProjTex"
0x71013fe004,"ShadowMaskDumpType"
0x71013fe017,"ShadowMaskPow"
0x71013fe025,"GreenStarEmpty"
0x71013fe034,"ダブルマリオアイテム"
0x71013fe053,"PartsCount"
0x71013fe05e,"GraffitiAMono"
0x71013fe06c,"GraffitiEMono"
0x71013fe07a,"GraffitiFMono"
0x71013fe088,"水中ジャンプ"
0x71013fe09b,"コウラバインド操作"
0x71013fe0b7,"UpWait"
0x71013fe0be,"GoalItem2_Toggle"
0x71013fe0cf,"LookAtInterpole"
0x71013fe0df,"ThunderLow"
0x71013fe0ea,"ChainWidthOffset"
0x71013fe0fb,"albedo0"
0x71013fe103,"UV"
0x71013fe106,"CubeMapIncidenceAngleMax"
0x71013fe11f,"SystemData/%s"
0x71013fe12d,"LeftFront"
0x71013fe137,"NoteType"
0x71013fe140,"PanelNotePaintWatcher"
0x71013fe156,"ShootType"
0x71013fe160,"拡大破壊"
0x71013fe16d,"MessageType"
0x71013fe179,"BowserThrowGuide_DualJoycons"
0x71013fe196,"グリーンスター[埋まっているオブジェから出現]"
0x71013fe1d8,"ObjectData\\SplatterPlotter"
0x71013fe1f3,"PgStampRoll"
0x71013fe1ff,"AllowInstantSwitch"
0x71013fe212,"InputSwitchB"
0x71013fe21f,"NodeNum"
0x71013fe227,"FloatParam1"
0x71013fe233,"ObjectData/MarioMini"
0x71013fe248,"ObjectData/Zuruzuru"
0x71013fe25c,"泡バインド操作"
0x71013fe272,"TransparentWall"
0x71013fe282,"JointRotateRateAtClimbTree"
0x71013fe29d,"Under"
0x71013fe2a3,"PuppetClimbTopOffset"
0x71013fe2b8,"PgAppearRise"
0x71013fe2c5,"DemoRise%s"
0x71013fe2d0,"n2642"
0x71013fe2d6,"のんべー"
0x71013fe2e3,"ツナかん"
0x71013fe2f0,"WaveTurn"
0x71013fe2f9,"ControlSpine"
0x71013fe306,"PgVanish"
0x71013fe30f,"NekoExitStay"
0x71013fe31c,"[state]Chase"
0x71013fe329,"Npc"
0x71013fe32d,"FurActor"
0x71013fe336,"ClimbWallLeftMove"
0x71013fe348,"GigaClimbSlidingAttack"
0x71013fe35f,"Toss"
0x71013fe364,"HoldedWait"
0x71013fe36f,"OceanFloor"
0x71013fe37a,"CoopHipDrop"
0x71013fe386,"(subanim:%s)"
0x71013fe393,"StepR"
0x71013fe399,"PgGiantStepL"
0x71013fe3a6,"DashStartBlendFrame"
0x71013fe3ba,"SquatJumpPow"
0x71013fe3c7,"WallInhibitAfterPunch"
0x71013fe3dd,"NormalRollingBrakeRate"
0x71013fe3f4,"RaccoonDogDashRollingNoBrakeFrame"
0x71013fe416,"TailAttackFrame"
0x71013fe426,"StandSwimHorizontalHighSpeedMax"
0x71013fe446,"StandSwimHighAccelPermitFrame"
0x71013fe464,"DiveEndSpeed"
0x71013fe471,"SwimSurfaceBaseHeightShort"
0x71013fe48c,"SwimSurfaceTiltMaxFrontAngle"
0x71013fe4a9,"HoldThrowUpTiming"
0x71013fe4bb,"ClimbAttackInterval"
0x71013fe4cf,"SeFootNoteNormalVolMul"
0x71013fe4e6,"HeadLightPrePassPointLightOffsetY"
0x71013fe508,"DeadInRouteDokan"
0x71013fe519,"Brush2"
0x71013fe520,"Stability"
0x71013fe52a,"RadiusSensor"
0x71013fe537,"PgPraiseFar"
0x71013fe543,"ClownCar1"
0x71013fe54d,"BowserJrExplanation_03d"
0x71013fe565,"neck"
0x71013fe56a,"InitTailDynamics"
0x71013fe57b,"LuigiActor"
0x71013fe586,"Grab"
0x71013fe58b,"revision"
0x71013fe594,"island_play_sec"
0x71013fe5a4,"plessie_on"
0x71013fe5af,"Player1"
0x71013fe5b7,"GoalLandStand"
0x71013fe5c5,"InkWall"
0x71013fe5cd,"キック甲羅ヒット[反射]"
0x71013fe5ee,"DemoOpeningExitStage"
0x71013fe603,"ThanksForPlaying"
0x71013fe614,"BossResourceHeap"
0x71013fe625,"BgmStopObj"
0x71013fe630,"CollisionSearchObj"
0x71013fe643,"CrawlerGenerator"
0x71013fe654,"FairyHouseIllustItemWatcher"
0x71013fe670,"FairyPrincess"
0x71013fe67e,"FixedMapParts"
0x71013fe68c,"FloaterMapParts"
0x71013fe69c,"GoalBonusGameBlockSlot"
0x71013fe6b3,"IntroFlyOverCamera"
0x71013fe6c6,"KinopioNpc"
0x71013fe6d1,"PipePackun"
0x71013fe6dc,"TrampleSwitchTimer"
0x71013fe6ef,"TreeStumpWatcher"
0x71013fe700,"スーパーベル[強制出現]"
0x71013fe721,"まねきネコベル[リフティング]"
0x71013fe74b,"GoalItemList"
0x71013fe758,"IntroCameraList"
0x71013fe768,"Effect (HitStop)"
0x71013fe779,"HeadGameOver"
0x71013fe786,"Stationed[CourseSelect]"
0x71013fe79e,"stage_name"
0x71013fe7a9,"PgTitleCallFirst"
0x71013fe7ba,"リザルトステート"
0x71013fe7d3,"COMPUTERNAME"
0x71013fe7e0,"ScenarioList"
0x71013fe7ed,"boss_4"
0x71013fe7f4,"GreenStarLock"
0x71013fe802,"クッパ城"
0x71013fe80f,"nvnDeviceInitialize"
0x71013fe823,"nvnQueueSubmitCommands"
0x71013fe83a,"nvnWindowGetPresentInterval"
0x71013fe856,"nvnTexturePoolInitialize"
0x71013fe86f,"nvnSamplerPoolFinalize"
0x71013fe886,"nvnTextureBuilderGetStorageSize"
0x71013fe8a6,"nvnTextureBuilderGetTarget"
0x71013fe8c1,"nvnTextureBuilderGetMemoryPool"
0x71013fe8e0,"nvnSamplerGetDebugID"
0x71013fe8f5,"nvnBlendStateGetAdvancedPremultipliedSrc"
0x71013fe91e,"nvnColorStateGetLogicOp"
0x71013fe936,"nvnMultisampleStateGetMultisampleEnable"
0x71013fe95e,"nvnMultisampleStateSetSampleLocationsGridEnable"
0x71013fe98e,"nvnCommandBufferBindStorageBuffers"
0x71013fe9b1,"nvnCommandBufferSetOuterTessellationLevels"
0x71013fe9dc,"nvnCommandBufferDrawElementsIndirect"
0x71013fea01,"nvnCommandBufferSetStencilValueMask"
0x71013fea25,"nvnCommandBufferSetStencilCullCriteria"
0x71013fea4c,"%s_%s.bflan"
0x71013fea58,".bflyt"
0x71013fea5f,"SFAT"
0x71013fea64,"%s/%s/"
0x71013fea6b,"sysCustomShaderShadowSampler1"
0x71013fea89,"Graphic API Unmatched Error!!! Please check your binary file.\n"
0x71013feac8,"==================================================\n"
0x71013feafc,"  head_ptr: 0x%016llX\n"
0x71013feb13,"Aug"
0x71013feb17,"曜日:%s"
0x71013feb21,"+-Z"
0x71013feb25," BlockList size: %d\n"
0x71013feb3a,".."
0x71013feb3d,"SDK has been aborted or failed assertion with no message."
0x71013feb77,"%4d/%4d"
0x71013feb7f,"NVN_DEVICE_INFO_MAX_COMPUTE_WORK_GROUP_SIZE_X"
0x71013febad,"NVN_DEVICE_INFO_MAX_COMPUTE_DISPATCH_WORK_GROUPS_Y"
0x71013febe0,"NVN_DEVICE_INFO_SUPPORTS_SAMPLE_LOCATIONS"
0x71013fec0a,"sharc"
0x71013fec10,"cTextureFormat_Depth_32"
0x71013fec28,"BlackCube"
0x71013fec32,"Min=%f,Max=%f"
0x71013fec40,"reduce_16"
0x71013fec4a,"fxaa"
0x71013fec4f,"cubemap_hdr_encode"
0x71013fec62,"texture_compress"
0x71013fec73,"sssss_reduce"
0x71013fec80,"glare_filter_blur"
0x71013fec92,"uNormalizeValue"
0x71013feca2,"cParam0"
0x71013fecaa,"cDepthParam1"
0x71013fecb7,"cParam7"
0x71013fecbf,"cTextureBlendWeightMap"
0x71013fecd6,"SphereBlock"
0x71013fece2,"cSrcLight"
0x71013fecec,"Seed"
0x71013fecf1,"texModifyOffset"
0x71013fed01,"cSamplerMask"
0x71013fed0e,"%2d) %s / Location:%d/%d/%d/%d"
0x71013fed2d,"ShaderStorageBlock"
0x71013fed40,"mie_symmetrical_prop"
0x71013fed55,"cAmplifierAdhoc"
0x71013fed65,"cScatterFogDistance"
0x71013fed79,"cCloudParam"
0x71013fed85,"float"
0x71013fed8b,"縮小フィルター"
0x71013feda1,"save_index"
0x71013fedac,"フォーマット"
0x71013fedbf,"規定：(%s)"
0x71013fedcd,"%s ( priority : %d / bind : %s )"
0x71013fedee,"fxaa_fetcht_qa"
0x71013fedfd,"dist_attn"
0x71013fee07,"aspect"
0x71013fee0e,"%s_value"
0x71013fee17,"オフセット"
0x71013fee27,"暗くする倍率下限"
0x71013fee40,"rgba8 uI"
0x71013fee49,"rgba16 uI"
0x71013fee53,"%s %d"
0x71013fee59,"OfxLensFlare::Preset"
0x71013fee6e,"IsSizeZoom%d"
0x71013fee7b,"中心角度"
0x71013fee88,"Matrix Calc Type"
0x71013fee99,"PCFブラー幅"
0x71013feea9,"生成した法線を一緒にぼかす"
0x71013feed1,"is_usePreCombSsao"
0x71013feee3,"is_PcfSampleNum"
0x71013feef3,"ScissorOn"
0x71013feefd,"cube_map_capture_point"
0x71013fef14,"graphics_stress"
0x71013fef24,"atmos_scatter"
0x71013fef32,"Exposure"
0x71013fef3b,"Alpha Mask Projection"
0x71013fef51,"Light Streak"
0x71013fef5e,"back"
0x71013fef63,"both"
0x71013fef68,"Terrain[Movement]"
0x71013fef7a,"TerrainObj[Movement]"
0x71013fef8f,"2D StallScene"
0x71013fef9d,"ActorModelDraw"
0x71013fefac,"地形[不透明]"
0x71013fefbe,"足跡"
0x71013fefc5,"地形キャラクター"
0x71013fefde,"GoalItem[ForceForward]"
0x71013feff5,"Zマスク"
0x71013ff000,"YFogColorGreen"
0x71013ff00f,"平面法線"
0x71013ff01c,"TexScale"
0x71013ff025,"SpecularExpansion"
0x71013ff037,"ProjLightFovyDegree"
0x71013ff04b,"LPP_ENABLE_SHADOW"
0x71013ff05d,"ReflectionIntensity"
0x71013ff071,"RenderingQuality"
0x71013ff082,"BindableBubblePadInput"
0x71013ff099,"%sAttribute.byml"
0x71013ff0aa,"Invalidate"
0x71013ff0b5,"MaterialCodeType"
0x71013ff0c6,"PadRumbleDistance"
0x71013ff0d8,"IsSyncHide"
0x71013ff0e3,"AlphaMaskType"
0x71013ff0f1,"Indirect"
0x71013ff0fa,"ParameterConfigName"
0x71013ff10e,"CameraId"
0x71013ff117,"DofParam"
0x71013ff120,"Min=-1.0f, Max=1"
0x71013ff131,"Min=0,Max=10"
0x71013ff13e,"CameraIndirect2TexScale"
0x71013ff156,"CHROMATIC_ABERRATION"
0x71013ff16b,"FieryRollsPartA"
0x71013ff17b,"OblongSkateWheelABossLod"
0x71013ff194,"IS_TRANSMITTANCE_NON_LINEAR"
0x71013ff1b0,"cApplyAlbedoToSpecularPath"
0x71013ff1cb,"MdlMtx"
0x71013ff1d2,"Middle Obj"
0x71013ff1dd,"Mirror2ActorOffsetY"
0x71013ff1f1,"aglmirror"
0x71013ff1fb,"uTanConeAngle"
0x71013ff209,"IsDrawPlayerShadow"
0x71013ff21c,"CameraNear"
0x71013ff227,"クリップエリア名"
0x71013ff240,"Min=0, Max=255"
0x71013ff24f,"CameraViewTarget"
0x71013ff260,"VisAnim"
0x71013ff268,"AreaSwitchOn"
0x71013ff275,"%3d,%03d,%03d"
0x71013ff283,"Bpm"
0x71013ff287,"IsTriggerActionEnd"
0x71013ff29a,"Gt7"
0x71013ff29e,"EndModel"
0x71013ff2a7,"RailColor"
0x71013ff2b1,"IsCalcNearestAtFromPreAt"
0x71013ff2ca,"AngleDegreeV"
0x71013ff2d7,"IsSetStartAngleH"
0x71013ff2e8,"CameraParam.byml"
0x71013ff2f9,"AngleHLimitMin"
0x71013ff308,"LookAtPosZ"
0x71013ff313,"DegreeMargin"
0x71013ff320,"AngleElevationResetStep"
0x71013ff338,"IsApplyCameraDistanceRange"
0x71013ff353,"[Test]Y-1m"
0x71013ff35e,"角度指定プログラマブル"
0x71013ff380,"AngleDegreeH"
0x71013ff38d,"ViewFadeInAreas"
0x71013ff39d,"HighFreqEnd"
0x71013ff3a9,"cReduceBuf"
0x71013ff3b4,"Reduced Res HDR"
0x71013ff3c4,"EffectData/AllPart2EffectData"
0x71013ff3e2,"OneTimeFade"
0x71013ff3ee,"PaneName"
0x71013ff3f7,"@raw"
0x71013ff3fc,"DateDefault"
0x71013ff408,"Ruby"
0x71013ff40d,"AmiiboName"
0x71013ff418,"RequestKeeperName"
0x71013ff42a,"WorleyThinAnim3D"
0x71013ff43b,"NoiseTexture::Curl"
0x71013ff44e,"NoiseCommonUbo"
0x71013ff45d,"EdgeEndDepth"
0x71013ff46a,"MipUbo"
0x71013ff471,"uScreenToneRepeatNum"
0x71013ff486,"uFishEyeParam"
0x71013ff494,"万華鏡描画"
0x71013ff4a4,"TextureTileNrm"
0x71013ff4b3,"PASS"
0x71013ff4b8,"STNLineColor"
0x71013ff4c5,"IS_DRAW_CRT_DISPLAY"
0x71013ff4d9,"uBitParams"
0x71013ff4e4,"SeMeEchoBlockHipDroppedSingleMode"
0x71013ff506,"SePfStepWetEchoBlockL"
0x71013ff51c,"Crosstalk"
0x71013ff526,"CameraPositionOffset"
0x71013ff53b,"SePvGigaDamageLast"
0x71013ff54e,"LfeSend"
0x71013ff556,"Box2f"
0x71013ff55c,"skybox_animation_name"
0x71013ff572,"erepo_network_status"
0x71013ff587,"DisasterSpikeBouncy"
0x71013ff59b,"TextureName"
0x71013ff5a7,"PlayerOnly"
0x71013ff5b2,"BgmStopArea"
0x71013ff5be,"PlayerInclinedControlArea"
0x71013ff5d8,"PlayerWidenStickXSnapArea"
0x71013ff5f2,"RaidonUIArea"
0x71013ff5ff,"ForceClipViewCtrlArea"
0x71013ff615,"BombBound"
0x71013ff61f,"BossWackunBody"
0x71013ff62e,"StandUp"
0x71013ff636,"JointRoot"
0x71013ff640,"AttackSign"
0x71013ff64b,"SideBelly"
0x71013ff655,"DarkBowser"
0x71013ff660,"Water"
0x71013ff666,"ShellSpikes"
0x71013ff672,"ShellHitMiss"
0x71013ff67f,"JumpUpLoop"
0x71013ff68a,"End"
0x71013ff68e,"PgShellDiveSignLv"
0x71013ff6a0,"HairFront2"
0x71013ff6ab,"ShellWheelChargeLeft"
0x71013ff6c0,"HitGroundWheel"
0x71013ff6cf,"TireBackL"
0x71013ff6d9,"WarpJumpEnd01"
0x71013ff6e7,"1M"
0x71013ff6ea,"TargetPos"
0x71013ff6f4,"BreakWall03Wait"
0x71013ff704,"BreakWall02Sign"
0x71013ff714,"BreakWall02AttackStart"
0x71013ff72b,"頂上待機"
0x71013ff738,"ClimbSlow"
0x71013ff742,"Lv2"
0x71013ff746,"RouteDokanEntrance"
0x71013ff759,"プンプンの手裏剣"
0x71013ff772,"SuperBowserPhase4"
0x71013ff784,"Plessie Chase Out Of Range Area Length Right"
0x71013ff7b1,"Plessie Chase Laser Cancel Frames Max"
0x71013ff7d7,"PlessieChaseForceJumpAreaExtra"
0x71013ff7f6,"FireMouth"
0x71013ff800,"ChaseHitEnd"
0x71013ff80c,"ChaseGuard"
0x71013ff817,"SuperBowserFireFlame"
0x71013ff82c,"Laser5"
0x71013ff833,"FallSpeed"
0x71013ff83d,"WaitPhase00"
0x71013ff849,"ModelOffset"
0x71013ff855,"触手攻撃"
0x71013ff862,"焼かれる"
0x71013ff86f,"PgTrampled"
0x71013ff87a,"Push"
0x71013ff87f,"SwingTentacleNum"
0x71013ff890,"%s%s"
0x71013ff895,"Sign"
0x71013ff89a,"RelativeCameraUpdateOnce"
0x71013ff8b3,"Looking down"
0x71013ff8c0,"FlyOverCamere"
0x71013ff8ce,"StageStartEventSound"
0x71013ff8e3,"Brigade1"
0x71013ff8ec,"Arrow"
0x71013ff8f2,"Reaction"
0x71013ff8fb,"コース選択グリーンスターロック"
0x71013ff929,"FairyHummer"
0x71013ff935,"DemoRocketAppearance%02d"
0x71013ff94e,"出現W7"
0x71013ff957,"CourseSelect08"
0x71013ff966,"コース選択白フェード"
0x71013ff985,"エフェクトオブジェ"
0x71013ff9a1,"Switch8On"
0x71013ff9ab,"KinopioPlacePos"
0x71013ff9bb,"PgKinotanAppearAtStageHaunt"
0x71013ff9d7,"ミステリーハウスデモバインド操作"
0x71013ffa08,"WatchTargetEnemy"
0x71013ffa19,"GatherEnd"
0x71013ffa23,"ブロス状態[攻撃]"
0x71013ffa3b,"BrakeNaked"
0x71013ffa46,"Chorobon"
0x71013ffa4f,"AppearFrame"
0x71013ffa5b,"DarkBowserRingBeamSoundActor"
0x71013ffa78,"RailMove"
0x71013ffa81,"ChaseStart"
0x71013ffa8c,"BallAttack"
0x71013ffa97,"KuriboMiniNum"
0x71013ffaa5,"[state]フリーズ(行列)"
0x71013ffac1,"マーチリスト"
0x71013ffad4,"IsRemainTrace"
0x71013ffae2,"でかパックン跡"
0x71013ffaf8,"PipePackunHeadFur"
0x71013ffb0a,"穴モデル"
0x71013ffb17,"パイプパックン水面モデル"
0x71013ffb3c,"TouchDamage"
0x71013ffb48,"Syumock4MFur"
0x71013ffb55,"RightLimit"
0x71013ffb60,"AttackSignShort"
0x71013ffb70,"テレサ体裏面"
0x71013ffb83,"ShyEndSign"
0x71013ffb8e,"SeEvSoundEnemyDie"
0x71013ffba0,"攻撃[水中]"
0x71013ffbaf,"Neck03"
0x71013ffbb6,"攻撃成功挙動"
0x71013ffbc9,"PoseModelAppear"
0x71013ffbd9,"TraceCancelled"
0x71013ffbe8,"Swim"
0x71013ffbed,"InkBallMove"
0x71013ffbf9,"SetSubHeaderButtonsSLSR"
0x71013ffc11,"Activate"
0x71013ffc1a,"CameraNormal"
0x71013ffc27,"ArrowOn"
0x71013ffc31,"[state]跳ね上げ(前方)"
0x71013ffc4d,"PgThrow"
0x71013ffc55,"BreakStart"
0x71013ffc60,"積みコイン単体"
0x71013ffc76,"OceanSpikeOuterRadius"
0x71013ffc8c,"LaunchSpikeAmbientInterval"
0x71013ffca7,"GoldSpikeCoinBaseSpeed"
0x71013ffcbe,"DisasterSpikeDirtOff"
0x71013ffcd3,"FallingPillarTop"
0x71013ffce4,"カメラジャイロ切替レイアウト"
0x71013ffd0f,"Guide03"
0x71013ffd17,"Guide08"
0x71013ffd1f,"Active"
0x71013ffd26,"カウンタープレイヤー"
0x71013ffd45,"ファイル３"
0x71013ffd55,"ガイドウィンドウ"
0x71013ffd6e,"InfoBar"
0x71013ffd76,"Pic%s"
0x71013ffd7c,"HideLineW5"
0x71013ffd87,"ワールド3"
0x71013ffd95,"Miiverseタイムライン表示ステート"
0x71013ffdc2,"Return"
0x71013ffdc9,"PgDecide"
0x71013ffdd2,"Color%s"
0x71013ffdda,"PgDecidePlayerVoicePeach"
0x71013ffdf3,"EndTitle"
0x71013ffdfc,"ParButton4"
0x71013ffe07,"TxtJob"
0x71013ffe0e,"StageSceneLayout"
0x71013ffe1f,"ParCounterStamp"
0x71013ffe2f,"テスト武佐レイアウト"
0x71013ffe4e,"ParRemoconNum2"
0x71013ffe5d,"ParClearTime"
0x71013ffe6a,"StampWait"
0x71013ffe74,"    V--"
0x71013ffe7c,"ORA #%02X     "
0x71013ffe8b,"undef and_37"
0x71013ffe98,"J42 #%02X%"
0x71013ffea3,"undef eor_5f"
0x71013ffeb0,"undef adc_6f"
0x71013ffebd,"undef stz_74"
0x71013ffeca,"undef tdc_7b"
0x71013ffed7,"cPaint"
0x71013ffede,"Board"
0x71013ffee4,"BlockBrickBig"
0x71013ffef2,"EnableKnockSwitch"
0x71013fff04,"SpinGroundR"
0x71013fff10,"ライトボックスのコリジョンチェック"
0x71013fff44,"NeverDie"
0x71013fff4d,"isDisabledPR"
0x71013fff5a,"TrailLoop"
0x71013fff64,"チカチカブロックホルダー"
0x71013fff89,"上昇"
0x71013fff90,"RotationDown"
0x71013fff9d,"CloudBonusEndCameraArea"
0x71013fffb5,"落下コイン"
0x71013fffc5,"AppearGreenStar%d"
0x71013fffd7,"NoConnectCollision"
0x71013fffea,"SkyFinalCutscene"
0x71013ffffb,"DokanBreak"
0x7101400006,"土管バインド操作グループ"
0x710140002b,"Shadow01"
0x7101400034,"ThrowKey"
0x710140003d,"DRC ASSIST DIRECTOR"
0x7101400051,"CommonDelayFrame"
0x7101400062,"NoLpp"
0x7101400068,"Green"
0x710140006e,"Giga Bell Movement Pattern Swing"
0x710140008f,"Path Bow Tie Offset Y"
0x71014000a5,"IsDisasterShine"
0x71014000b5,"IsLuckyShine"
0x71014000c2,"InkReturnMoveCount"
0x71014000d5,"PgGoalItemFlyStart"
0x71014000e8,"TractorBubbleKinopioBrigade"
0x7101400104,"DemoPoleGoalFall"
0x7101400115,"SwitchDemoJumpStartOn"
0x710140012b,"DemoPoleGoalJump1"
0x710140013d,"DemoPoleGoalJump4"
0x710140014f,"ゴールデン"
0x710140015f,"Runaway"
0x7101400167,"FollowRunner"
0x7101400174,"ProjTex2ScrollSpeed"
0x7101400188,"UseTex2nd"
0x7101400192,"グリーンスターゲット"
0x71014001b1,"SideEnd"
0x71014001b9,"TreeFall"
0x71014001c2,"ClimbLand"
0x71014001cc,"Wait_03"
0x71014001d4,"EnemyAttach"
0x71014001e0,"まねきネコベル"
0x71014001f6,"カウントアップコイン"
0x7101400215,"接触"
0x710140021c,"PgRunningLvBig"
0x710140022b,"FocusMe"
0x7101400233,"LandStartKoopaLast"
0x7101400246,"PgShadow"
0x710140024f,"SwitchOn"
0x7101400258,"BreakFrontSign"
0x7101400267,"BreakFront"
0x7101400272,"FlingPole"
0x710140027c,"DestMysteryBox"
0x710140028b,"ミステリーボックス接続者"
0x71014002b0,"NeedleRoller"
0x71014002bd,"CubeMapReflectionBlend"
0x71014002d4,"NormalMap1"
0x71014002df,"AmbientWave2Speed"
0x71014002f1,"SurfAnimAmplitude"
0x7101400303,"cScene"
0x710140030a,"OneSideStep4x4M"
0x710140031a,"LightBlue"
0x7101400324,"Sync%s"
0x710140032b,"IsForceFrontDir"
0x710140033b,"GyroControlsGuide_SingleJoycons"
0x710140035b,"イラストアイテム[埋まっているオブジェ]"
0x7101400394,"IsSnowCover"
0x71014003a0,"MoveRateL2"
0x71014003ab,"Fovy60Alert"
0x71014003b7,"IsCheckOnGround"
0x71014003c7,"LookEnd"
0x71014003cf,"Dummy Target"
0x71014003dc,"TimerGateOff"
0x71014003e9,"空中ブランコロープ"
0x7101400405,"TreeLongC"
0x710140040f,"WheelPartsLink"
0x710140041e,"GhostPlayer1"
0x710140042b,"n2305"
0x7101400431,"あんざいせんせい"
0x710140044a,"MiiFairy"
0x7101400453,"DiscoveredLocation"
0x7101400466,"Afraid"
0x710140046d,"NekoParentB"
0x7101400479,"NekoParentC"
0x7101400485,"WaitPlay"
0x710140048e,"WaitSit02"
0x7101400498,"WaitRideStart"
0x71014004a6,"WaitCollectAll"
0x71014004b5,"PlayerHitReaction"
0x71014004c7,"MoveEndDistanceOffset"
0x71014004dd,"UnlockIslandID"
0x71014004ec,"待機状態"
0x71014004f9,"GigaFall"
0x7101400502,"PgWallSlide"
0x710140050e,"ChangeAssistClimb"
0x7101400520,"スーパーこのは[アイテムストック]"
0x7101400550,"PgGiantLand"
0x710140055c,"PgSinkInkJump"
0x710140056a,"SubStepR"
0x7101400573,"キャッチ"
0x7101400580,"反射率"
0x710140058a,"BalanceTruck"
0x7101400597,"ModifiedDashPanelSpeed"
0x71014005ae,"ContinuousJumpCount"
0x71014005c2,"RisingTrampleJump"
0x71014005d4,"RaccoonDogWaitRollingBrakeRate"
0x71014005f3,"RaccoonDogWaitRollingAttackJumpPow"
0x7101400616,"PropellerSideDamper"
0x710140062a,"SlideEndSpeed"
0x7101400638,"GigaNormalMaxSpeed"
0x710140064b,"GigaWallClimbMaxSpeed"
0x7101400661,"ObjectData/MarioMiniHandL"
0x710140067b,"DemoSingleModeExplanationOfBowserJr01"
0x71014006a1,"DemoSingleModeExplanationOfBowserJr03Add"
0x71014006ca,"GoalItemGetEnd2"
0x71014006da,"ルイージ"
0x71014006e7,"PlayerShallowJump"
0x71014006f9,"island"
0x7101400700,"SurfaceStart"
0x710140070d,"SpecialJump"
0x7101400719,"SurfaceEndSwim"
0x7101400728,"PgStrokeHard"
0x7101400735,"AssistSlideMapPartsGroup"
0x710140074e,"BlockChoiceWatcher"
0x7101400761,"BlockSwitch"
0x710140076d,"CoinChameleonCourseSelect"
0x7101400787,"CourseSelectBgmEventController"
0x71014007a6,"LiftMikeBlockRail"
0x71014007b8,"TestAndoBowserJr"
0x71014007c9,"スーパーキノコ[チョイスブロック]"
0x71014007f9,"SouthQuadrant"
0x7101400807,"遠景"
0x710140080e,"ファイル選択ステート"
0x710140082d,"CourseSelectStage"
0x710140083f,"WipeMystery"
0x710140084b,"LuigiComplete"
0x7101400859,"KinopioComplete"
0x7101400869,"Collision2mSM"
0x7101400877,"nn::atk::DeviceOutRecorder"
0x7101400892,"nvnQueueGetTotalControlMemoryUsed"
0x71014008b4,"nvnQueueBuilderGetControlMemorySize"
0x71014008d8,"nvnWindowSetCrop"
0x71014008e9,"nvnMemoryPoolFinalize"
0x71014008ff,"nvnMemoryPoolMap"
0x7101400910,"nvnTextureBuilderSetDefaults"
0x710140092d,"nvnTextureBuilderGetHeight"
0x7101400948,"nvnTextureBuilderGetPackagedTextureData"
0x7101400970,"nvnTextureViewGetDepthStencilMode"
0x7101400992,"nvnBlendStateGetBlendTarget"
0x71014009ae,"nvnChannelMaskStateSetDefaults"
0x71014009cd,"nvnPolygonStateGetPolygonOffsetEnables"
0x71014009f4,"nvnDepthStencilStateGetStencilFunc"
0x7101400a17,"nvnCommandBufferBindVertexStreamState"
0x7101400a3d,"nvnCommandBufferSetPrimitiveRestart"
0x7101400a61,"nvnCommandBufferBindSeparateTextures"
0x7101400a86,"nvnEventBuilderSetStorage"
0x7101400aa0,"TraceGauge"
0x7101400aab,"__CUS_Vec3_0"
0x7101400ab8,"__arcsh"
0x7101400ac0,"  %s-%s-GroupId:%d\n"
0x7101400ad4,"Required Alignment:%d\n"
0x7101400aeb,"-G3dPrimitive  Size:%8d\n"
0x7101400b04,"_t0"
0x7101400b08,"Presentation Thread"
0x7101400b1c,"--"
0x7101400b21,"ALI2"
0x7101400b26,"untitled"
0x7101400b2f,"%.64s"
0x7101400b35,"%s:%d(0x%4x)"
0x7101400b42,"??:%d/%d"
0x7101400b4b,"NVN_DEVICE_INFO_MAX_COMPUTE_WORK_GROUP_SIZE_Y"
